model,tuned,feature_num,baseline,accuracy,improvement,cv_std,tuning_params,cv_scores
xgb,0,"4, 11",0.78547,0.8,0.01453,0.02986,,"[0.80446927, 0.77094972, 0.77653631, 0.85474860, 0.79329609]"
xgb,0,"5, 6",0.78547,0.78659,0.00112,0.027,,"[0.75977654, 0.77094972, 0.78212291, 0.83798883, 0.78212291]"
xgb,0,"5, 7",0.78547,0.79441,0.00893,0.02072,,"[0.77653631, 0.78770950, 0.77653631, 0.83240223, 0.79888268]"
xgb,0,"5, 8",0.78547,0.80447,0.019,0.03277,,"[0.78212291, 0.78770950, 0.77653631, 0.86592179, 0.81005587]"
xgb,0,"5, 9",0.78547,0.81229,0.02681,0.03326,,"[0.78770950, 0.78770950, 0.78770950, 0.87150838, 0.82681564]"
xgb,0,"5, 10",0.78547,0.78994,0.00446,0.02412,,"[0.77094972, 0.76536313, 0.78212291, 0.83240223, 0.79888268]"
xgb,0,"5, 11",0.78547,0.78994,0.00446,0.03092,,"[0.79329609, 0.76536313, 0.75418994, 0.84357542, 0.79329609]"
xgb,0,"6, 7",0.78547,0.78771,0.00224,0.02422,,"[0.78770950, 0.78212291, 0.77653631, 0.83240223, 0.75977654]"
xgb,0,"6, 8",0.78547,0.79218,0.0067,0.01709,,"[0.79888268, 0.78770950, 0.77094972, 0.82122905, 0.78212291]"
xgb,0,"6, 9",0.78547,0.80447,0.019,0.0237,,"[0.80446927, 0.78770950, 0.79888268, 0.84916201, 0.78212291]"
xgb,0,"6, 10",0.78547,0.78659,0.00112,0.02433,,"[0.78212291, 0.78212291, 0.77653631, 0.83240223, 0.75977654]"
xgb,0,"6, 11",0.78547,0.77989,-0.00558,0.03011,,"[0.78212291, 0.75977654, 0.78212291, 0.83240223, 0.74301676]"
xgb,0,"7, 8",0.78547,0.79553,0.01005,0.01752,,"[0.79888268, 0.79329609, 0.77653631, 0.82681564, 0.78212291]"
xgb,0,"7, 9",0.78547,0.80112,0.01565,0.01482,,"[0.79888268, 0.79329609, 0.80446927, 0.82681564, 0.78212291]"
xgb,0,"7, 10",0.78547,0.79106,0.00558,0.01922,,"[0.79329609, 0.78212291, 0.78212291, 0.82681564, 0.77094972]"
xgb,0,"7, 11",0.78547,0.78436,-0.00111,0.02611,,"[0.78212291, 0.75418994, 0.78212291, 0.83240223, 0.77094972]"
xgb,0,"8, 9",0.78547,0.79553,0.01005,0.01752,,"[0.79888268, 0.79329609, 0.77653631, 0.82681564, 0.78212291]"
xgb,0,"8, 10",0.78547,0.79553,0.01005,0.01752,,"[0.79888268, 0.79329609, 0.77653631, 0.82681564, 0.78212291]"
xgb,0,"8, 11",0.78547,0.7933,0.00783,0.0316,,"[0.80446927, 0.75977654, 0.77094972, 0.84916201, 0.78212291]"
xgb,0,"9, 10",0.78547,0.80112,0.01565,0.01482,,"[0.79888268, 0.79329609, 0.80446927, 0.82681564, 0.78212291]"
xgb,0,"9, 11",0.78547,0.80335,0.01788,0.027,,"[0.81005587, 0.77094972, 0.80446927, 0.84916201, 0.78212291]"
xgb,0,"10, 11",0.78547,0.78659,0.00112,0.02483,,"[0.79888268, 0.75418994, 0.78212291, 0.82681564, 0.77094972]"
xgb,0,"1, 2, 3",0.78547,0.78659,0.00112,0.0263,,"[0.79329609, 0.75418994, 0.77094972, 0.83240223, 0.78212291]"
xgb,0,"1, 2, 4",0.78547,0.7933,0.00783,0.03019,,"[0.79888268, 0.77094972, 0.76536313, 0.84916201, 0.78212291]"
xgb,0,"1, 2, 5",0.78547,0.78994,0.00446,0.03112,,"[0.79888268, 0.75418994, 0.76536313, 0.84357542, 0.78770950]"
xgb,0,"1, 2, 6",0.78547,0.78101,-0.00446,0.02301,,"[0.78770950, 0.75418994, 0.77653631, 0.82122905, 0.76536313]"
xgb,0,"1, 2, 7",0.78547,0.78883,0.00336,0.02328,,"[0.79329609, 0.77094972, 0.77094972, 0.83240223, 0.77653631]"
xgb,0,"1, 2, 8",0.78547,0.79441,0.00893,0.02677,,"[0.79888268, 0.77094972, 0.77094972, 0.84357542, 0.78770950]"
xgb,0,"1, 2, 9",0.78547,0.78994,0.00446,0.02751,,"[0.78770950, 0.77094972, 0.77653631, 0.84357542, 0.77094972]"
xgb,0,"1, 2, 10",0.78547,0.78659,0.00112,0.0263,,"[0.79329609, 0.75418994, 0.77094972, 0.83240223, 0.78212291]"
xgb,0,"1, 2, 11",0.78547,0.78771,0.00224,0.01731,,"[0.79888268, 0.77094972, 0.77094972, 0.81564246, 0.78212291]"
xgb,0,"1, 3, 4",0.78547,0.79665,0.01117,0.03231,,"[0.78770950, 0.78212291, 0.77094972, 0.86033520, 0.78212291]"
xgb,0,"1, 3, 5",0.78547,0.7933,0.00783,0.04225,,"[0.79329609, 0.76536313, 0.74860335, 0.87150838, 0.78770950]"
xgb,0,"1, 3, 6",0.78547,0.79441,0.00893,0.03377,,"[0.78770950, 0.76536313, 0.77653631, 0.86033520, 0.78212291]"
xgb,0,"1, 3, 7",0.78547,0.80559,0.02012,0.03048,,"[0.79329609, 0.79329609, 0.79329609, 0.86592179, 0.78212291]"
xgb,0,"1, 3, 8",0.78547,0.79665,0.01117,0.02223,,"[0.78770950, 0.79329609, 0.77094972, 0.83798883, 0.79329609]"
xgb,0,"1, 3, 9",0.78547,0.80335,0.01788,0.03148,,"[0.78770950, 0.79329609, 0.78212291, 0.86592179, 0.78770950]"
xgb,0,"1, 3, 10",0.78547,0.80559,0.02012,0.03048,,"[0.79329609, 0.79329609, 0.78212291, 0.86592179, 0.79329609]"
xgb,0,"1, 3, 11",0.78547,0.79888,0.01341,0.02977,,"[0.79888268, 0.77094972, 0.79329609, 0.85474860, 0.77653631]"
xgb,0,"1, 4, 5",0.78547,0.81006,0.02459,0.02935,,"[0.81005587, 0.78212291, 0.79329609, 0.86592179, 0.79888268]"
xgb,0,"1, 4, 6",0.78547,0.79888,0.01341,0.0308,,"[0.78212291, 0.78770950, 0.78212291, 0.86033520, 0.78212291]"
xgb,0,"1, 4, 7",0.78547,0.80112,0.01565,0.01564,,"[0.79329609, 0.79329609, 0.79329609, 0.83240223, 0.79329609]"
xgb,0,"1, 4, 8",0.78547,0.80112,0.01565,0.01564,,"[0.79329609, 0.79329609, 0.79329609, 0.83240223, 0.79329609]"
xgb,0,"1, 4, 9",0.78547,0.8,0.01453,0.01634,,"[0.79329609, 0.79329609, 0.79329609, 0.83240223, 0.78770950]"
xgb,0,"1, 4, 10",0.78547,0.80112,0.01565,0.01564,,"[0.79329609, 0.79329609, 0.79329609, 0.83240223, 0.79329609]"
xgb,0,"1, 4, 11",0.78547,0.80335,0.01788,0.03027,,"[0.79888268, 0.77094972, 0.79888268, 0.86033520, 0.78770950]"
xgb,0,"1, 5, 6",0.78547,0.8,0.01453,0.03487,,"[0.77653631, 0.78212291, 0.77094972, 0.86592179, 0.80446927]"
xgb,0,"1, 5, 7",0.78547,0.79777,0.01229,0.03487,,"[0.79888268, 0.77094972, 0.75977654, 0.86033520, 0.79888268]"
xgb,0,"1, 5, 8",0.78547,0.79665,0.01117,0.03011,,"[0.78770950, 0.77094972, 0.77653631, 0.85474860, 0.79329609]"
xgb,0,"1, 5, 9",0.78547,0.80223,0.01675,0.02705,,"[0.79888268, 0.78212291, 0.78212291, 0.85474860, 0.79329609]"
xgb,0,"1, 5, 10",0.78547,0.8,0.01453,0.03128,,"[0.79888268, 0.77653631, 0.77653631, 0.86033520, 0.78770950]"
xgb,0,"1, 5, 11",0.78547,0.80894,0.02346,0.03302,,"[0.81564246, 0.79329609, 0.76536313, 0.86592179, 0.80446927]"
xgb,0,"1, 6, 7",0.78547,0.8067,0.02122,0.02818,,"[0.78770950, 0.78770950, 0.78770950, 0.86033520, 0.81005587]"
xgb,0,"1, 6, 8",0.78547,0.80223,0.01675,0.03211,,"[0.78212291, 0.78770950, 0.78212291, 0.86592179, 0.79329609]"
xgb,0,"1, 6, 9",0.78547,0.8067,0.02122,0.02751,,"[0.78770950, 0.78770950, 0.79329609, 0.86033520, 0.80446927]"
xgb,0,"1, 6, 10",0.78547,0.80447,0.019,0.02804,,"[0.78770950, 0.78770950, 0.79329609, 0.86033520, 0.79329609]"
xgb,0,"1, 6, 11",0.78547,0.80112,0.01565,0.02905,,"[0.78212291, 0.77094972, 0.79329609, 0.85474860, 0.80446927]"
xgb,0,"1, 7, 8",0.78547,0.80335,0.01788,0.01745,,"[0.79888268, 0.79329609, 0.79329609, 0.83798883, 0.79329609]"
xgb,0,"1, 7, 9",0.78547,0.80782,0.02234,0.02412,,"[0.79888268, 0.79329609, 0.80446927, 0.85474860, 0.78770950]"
xgb,0,"1, 7, 10",0.78547,0.8067,0.02122,0.02969,,"[0.79329609, 0.79329609, 0.78770950, 0.86592179, 0.79329609]"
xgb,0,"1, 7, 11",0.78547,0.80559,0.02012,0.03006,,"[0.80446927, 0.77094972, 0.80446927, 0.86033520, 0.78770950]"
xgb,0,"1, 8, 9",0.78547,0.80112,0.01565,0.01856,,"[0.79329609, 0.79329609, 0.79329609, 0.83798883, 0.78770950]"
xgb,0,"1, 8, 10",0.78547,0.80223,0.01675,0.01524,,"[0.79888268, 0.79329609, 0.79329609, 0.83240223, 0.79329609]"
xgb,0,"1, 8, 11",0.78547,0.8,0.01453,0.02857,,"[0.79329609, 0.77094972, 0.79329609, 0.85474860, 0.78770950]"
xgb,0,"1, 9, 10",0.78547,0.80782,0.02234,0.02412,,"[0.79888268, 0.79329609, 0.80446927, 0.85474860, 0.78770950]"
xgb,0,"1, 9, 11",0.78547,0.80223,0.01675,0.02883,,"[0.79888268, 0.77094972, 0.80446927, 0.85474860, 0.78212291]"
xgb,0,"1, 10, 11",0.78547,0.80335,0.01788,0.02813,,"[0.79888268, 0.77094972, 0.80446927, 0.85474860, 0.78770950]"
xgb,0,"2, 3, 4",0.78547,0.78994,0.00446,0.03343,,"[0.80446927, 0.76536313, 0.75977654, 0.84916201, 0.77094972]"
xgb,0,"2, 3, 5",0.78547,0.77877,-0.0067,0.03112,,"[0.78770950, 0.74301676, 0.75418994, 0.83240223, 0.77653631]"
xgb,0,"2, 3, 6",0.78547,0.76648,-0.01898,0.03148,,"[0.76536313, 0.75418994, 0.74860335, 0.82681564, 0.73743017]"
xgb,0,"2, 3, 7",0.78547,0.76648,-0.01898,0.02273,,"[0.76536313, 0.75977654, 0.74860335, 0.81005587, 0.74860335]"
xgb,0,"2, 3, 8",0.78547,0.78436,-0.00111,0.03092,,"[0.79888268, 0.75977654, 0.75418994, 0.83798883, 0.77094972]"
xgb,0,"2, 3, 9",0.78547,0.78659,0.00112,0.03068,,"[0.79329609, 0.76536313, 0.77094972, 0.84357542, 0.75977654]"
xgb,0,"2, 3, 10",0.78547,0.76313,-0.02234,0.02279,,"[0.76536313, 0.75977654, 0.74860335, 0.80446927, 0.73743017]"
xgb,0,"2, 3, 11",0.78547,0.77654,-0.00892,0.02548,,"[0.78212291, 0.74860335, 0.78770950, 0.81564246, 0.74860335]"
xgb,0,"2, 4, 5",0.78547,0.80335,0.01788,0.03626,,"[0.81564246, 0.75418994, 0.77653631, 0.86033520, 0.81005587]"
xgb,0,"2, 4, 6",0.78547,0.79553,0.01005,0.02773,,"[0.81005587, 0.77653631, 0.77094972, 0.84357542, 0.77653631]"
xgb,0,"2, 4, 7",0.78547,0.79106,0.00558,0.03544,,"[0.80446927, 0.76536313, 0.75977654, 0.85474860, 0.77094972]"
xgb,0,"2, 4, 8",0.78547,0.78994,0.00446,0.03343,,"[0.80446927, 0.76536313, 0.75977654, 0.84916201, 0.77094972]"
xgb,0,"2, 4, 9",0.78547,0.79106,0.00558,0.03288,,"[0.80446927, 0.76536313, 0.75977654, 0.84916201, 0.77653631]"
xgb,0,"2, 4, 10",0.78547,0.78994,0.00446,0.03343,,"[0.80446927, 0.76536313, 0.75977654, 0.84916201, 0.77094972]"
xgb,0,"2, 4, 11",0.78547,0.79777,0.01229,0.03322,,"[0.81564246, 0.76536313, 0.77653631, 0.85474860, 0.77653631]"
xgb,0,"2, 5, 6",0.78547,0.77318,-0.01229,0.0325,,"[0.75418994, 0.73743017, 0.75418994, 0.82681564, 0.79329609]"
xgb,0,"2, 5, 7",0.78547,0.77989,-0.00558,0.02438,,"[0.79888268, 0.74860335, 0.75418994, 0.81005587, 0.78770950]"
xgb,0,"2, 5, 8",0.78547,0.78994,0.00446,0.03437,,"[0.80446927, 0.74301676, 0.76536313, 0.84357542, 0.79329609]"
xgb,0,"2, 5, 9",0.78547,0.79665,0.01117,0.0325,,"[0.81005587, 0.75977654, 0.76536313, 0.84916201, 0.79888268]"
xgb,0,"2, 5, 10",0.78547,0.77877,-0.0067,0.03112,,"[0.78770950, 0.74301676, 0.75418994, 0.83240223, 0.77653631]"
xgb,0,"2, 5, 11",0.78547,0.77989,-0.00558,0.03363,,"[0.79329609, 0.73184358, 0.75977654, 0.83240223, 0.78212291]"
xgb,0,"2, 6, 7",0.78547,0.76536,-0.0201,0.02849,,"[0.75977654, 0.75418994, 0.74860335, 0.82122905, 0.74301676]"
xgb,0,"2, 6, 8",0.78547,0.78771,0.00224,0.02714,,"[0.79329609, 0.76536313, 0.76536313, 0.83798883, 0.77653631]"
xgb,0,"2, 6, 9",0.78547,0.78547,0.0,0.03112,,"[0.78770950, 0.75418994, 0.77653631, 0.84357542, 0.76536313]"
xgb,0,"2, 6, 10",0.78547,0.76648,-0.01898,0.03148,,"[0.76536313, 0.75418994, 0.74860335, 0.82681564, 0.73743017]"
xgb,0,"2, 6, 11",0.78547,0.77318,-0.01229,0.03172,,"[0.78212291, 0.75418994, 0.78212291, 0.82122905, 0.72625698]"
xgb,0,"2, 7, 8",0.78547,0.78994,0.00446,0.03544,,"[0.79888268, 0.77094972, 0.75418994, 0.85474860, 0.77094972]"
xgb,0,"2, 7, 9",0.78547,0.78547,0.0,0.02862,,"[0.79329609, 0.76536313, 0.77094972, 0.83798883, 0.75977654]"
xgb,0,"2, 7, 10",0.78547,0.76648,-0.01898,0.02273,,"[0.76536313, 0.75977654, 0.74860335, 0.81005587, 0.74860335]"
xgb,0,"2, 7, 11",0.78547,0.78324,-0.00222,0.02922,,"[0.79329609, 0.75977654, 0.78212291, 0.83240223, 0.74860335]"
xgb,0,"2, 8, 9",0.78547,0.78771,0.00224,0.03389,,"[0.79888268, 0.75977654, 0.75977654, 0.84916201, 0.77094972]"
xgb,0,"2, 8, 10",0.78547,0.78436,-0.00111,0.03092,,"[0.79888268, 0.75977654, 0.75418994, 0.83798883, 0.77094972]"
xgb,0,"2, 8, 11",0.78547,0.79888,0.01341,0.03333,,"[0.80446927, 0.76536313, 0.78770950, 0.86033520, 0.77653631]"
xgb,0,"2, 9, 10",0.78547,0.78659,0.00112,0.03068,,"[0.79329609, 0.76536313, 0.77094972, 0.84357542, 0.75977654]"
xgb,0,"2, 9, 11",0.78547,0.79665,0.01117,0.03112,,"[0.80446927, 0.77094972, 0.79888268, 0.84916201, 0.75977654]"
xgb,0,"2, 10, 11",0.78547,0.77654,-0.00892,0.02548,,"[0.78212291, 0.74860335, 0.78770950, 0.81564246, 0.74860335]"
xgb,0,"3, 4, 5",0.78547,0.80782,0.02234,0.0435,,"[0.80446927, 0.75977654, 0.77094972, 0.88268156, 0.82122905]"
xgb,0,"3, 4, 6",0.78547,0.79218,0.0067,0.02965,,"[0.79888268, 0.78770950, 0.75418994, 0.84357542, 0.77653631]"
xgb,0,"3, 4, 7",0.78547,0.78771,0.00224,0.02422,,"[0.79888268, 0.78212291, 0.75418994, 0.82681564, 0.77653631]"
xgb,0,"3, 4, 8",0.78547,0.78771,0.00224,0.02422,,"[0.79888268, 0.78212291, 0.75418994, 0.82681564, 0.77653631]"
xgb,0,"3, 4, 9",0.78547,0.78771,0.00224,0.02422,,"[0.79888268, 0.78212291, 0.75418994, 0.82681564, 0.77653631]"
xgb,0,"3, 4, 10",0.78547,0.78771,0.00224,0.02422,,"[0.79888268, 0.78212291, 0.75418994, 0.82681564, 0.77653631]"
xgb,0,"3, 4, 11",0.78547,0.79106,0.00558,0.03268,,"[0.80446927, 0.77094972, 0.75977654, 0.84916201, 0.77094972]"
xgb,0,"3, 5, 6",0.78547,0.78883,0.00336,0.03728,,"[0.76536313, 0.75977654, 0.75418994, 0.84916201, 0.81564246]"
xgb,0,"3, 5, 7",0.78547,0.78771,0.00224,0.03139,,"[0.77653631, 0.74860335, 0.77653631, 0.84357542, 0.79329609]"
xgb,0,"3, 5, 8",0.78547,0.80559,0.02012,0.03893,,"[0.79888268, 0.77094972, 0.77094972, 0.87709497, 0.81005587]"
xgb,0,"3, 5, 9",0.78547,0.80112,0.01565,0.03766,,"[0.79888268, 0.75418994, 0.77653631, 0.86592179, 0.81005587]"
xgb,0,"3, 5, 10",0.78547,0.78994,0.00446,0.03092,,"[0.78770950, 0.74860335, 0.77653631, 0.84357542, 0.79329609]"
xgb,0,"3, 5, 11",0.78547,0.78547,0.0,0.034,,"[0.79888268, 0.74301676, 0.75418994, 0.83798883, 0.79329609]"
xgb,0,"3, 6, 7",0.78547,0.78212,-0.00334,0.02782,,"[0.79888268, 0.77653631, 0.75418994, 0.82681564, 0.75418994]"
xgb,0,"3, 6, 8",0.78547,0.78659,0.00112,0.02407,,"[0.79888268, 0.78770950, 0.74860335, 0.82122905, 0.77653631]"
xgb,0,"3, 6, 9",0.78547,0.8,0.01453,0.0263,,"[0.80446927, 0.78770950, 0.78212291, 0.84916201, 0.77653631]"
xgb,0,"3, 6, 10",0.78547,0.78212,-0.00334,0.02782,,"[0.79888268, 0.77653631, 0.75418994, 0.82681564, 0.75418994]"
xgb,0,"3, 6, 11",0.78547,0.77318,-0.01229,0.03052,,"[0.78770950, 0.74860335, 0.75418994, 0.82681564, 0.74860335]"
xgb,0,"3, 7, 8",0.78547,0.78659,0.00112,0.02582,,"[0.79888268, 0.78212291, 0.74860335, 0.82681564, 0.77653631]"
xgb,0,"3, 7, 9",0.78547,0.7933,0.00783,0.01836,,"[0.79888268, 0.78212291, 0.77653631, 0.82681564, 0.78212291]"
xgb,0,"3, 7, 10",0.78547,0.78101,-0.00446,0.02533,,"[0.78770950, 0.77094972, 0.75418994, 0.82681564, 0.76536313]"
xgb,0,"3, 7, 11",0.78547,0.7743,-0.01117,0.03211,,"[0.79329609, 0.74301676, 0.76536313, 0.82681564, 0.74301676]"
xgb,0,"3, 8, 9",0.78547,0.78771,0.00224,0.02548,,"[0.79888268, 0.78212291, 0.74860335, 0.82681564, 0.78212291]"
xgb,0,"3, 8, 10",0.78547,0.78771,0.00224,0.02548,,"[0.79888268, 0.78212291, 0.74860335, 0.82681564, 0.78212291]"
xgb,0,"3, 8, 11",0.78547,0.78994,0.00446,0.03231,,"[0.79888268, 0.77094972, 0.75977654, 0.84916201, 0.77094972]"
xgb,0,"3, 9, 10",0.78547,0.7933,0.00783,0.01836,,"[0.79888268, 0.78212291, 0.77653631, 0.82681564, 0.78212291]"
xgb,0,"3, 9, 11",0.78547,0.79777,0.01229,0.02943,,"[0.81005587, 0.77094972, 0.78770950, 0.84916201, 0.77094972]"
xgb,0,"3, 10, 11",0.78547,0.77542,-0.01005,0.03188,,"[0.79329609, 0.74301676, 0.77094972, 0.82681564, 0.74301676]"
xgb,0,"4, 5, 6",0.78547,0.80782,0.02234,0.03326,,"[0.78770950, 0.78212291, 0.78770950, 0.87150838, 0.81005587]"
xgb,0,"4, 5, 7",0.78547,0.81006,0.02459,0.03773,,"[0.79329609, 0.78212291, 0.78212291, 0.88268156, 0.81005587]"
xgb,0,"4, 5, 8",0.78547,0.80894,0.02346,0.03861,,"[0.79329609, 0.77653631, 0.78212291, 0.88268156, 0.81005587]"
xgb,0,"4, 5, 9",0.78547,0.81341,0.02793,0.03716,,"[0.80446927, 0.77653631, 0.78770950, 0.88268156, 0.81564246]"
xgb,0,"4, 5, 10",0.78547,0.80894,0.02346,0.03861,,"[0.79329609, 0.77653631, 0.78212291, 0.88268156, 0.81005587]"
xgb,0,"4, 5, 11",0.78547,0.81564,0.03017,0.03568,,"[0.81005587, 0.79888268, 0.77653631, 0.88268156, 0.81005587]"
xgb,0,"4, 6, 7",0.78547,0.79888,0.01341,0.02344,,"[0.79888268, 0.78770950, 0.77653631, 0.84357542, 0.78770950]"
xgb,0,"4, 6, 8",0.78547,0.79888,0.01341,0.02344,,"[0.79888268, 0.78770950, 0.77653631, 0.84357542, 0.78770950]"
xgb,0,"4, 6, 9",0.78547,0.79888,0.01341,0.02344,,"[0.79888268, 0.78770950, 0.77653631, 0.84357542, 0.78770950]"
xgb,0,"4, 6, 10",0.78547,0.79888,0.01341,0.02344,,"[0.79888268, 0.78770950, 0.77653631, 0.84357542, 0.78770950]"
xgb,0,"4, 6, 11",0.78547,0.7933,0.00783,0.02691,,"[0.79329609, 0.76536313, 0.77653631, 0.84357542, 0.78770950]"
xgb,0,"4, 7, 8",0.78547,0.79888,0.01341,0.0237,,"[0.79888268, 0.79329609, 0.77653631, 0.84357542, 0.78212291]"
xgb,0,"4, 7, 9",0.78547,0.79553,0.01005,0.01752,,"[0.79888268, 0.79329609, 0.77653631, 0.82681564, 0.78212291]"
xgb,0,"4, 7, 10",0.78547,0.79888,0.01341,0.0237,,"[0.79888268, 0.79329609, 0.77653631, 0.84357542, 0.78212291]"
xgb,0,"4, 7, 11",0.78547,0.79888,0.01341,0.02782,,"[0.80446927, 0.77094972, 0.77653631, 0.84916201, 0.79329609]"
xgb,0,"4, 8, 9",0.78547,0.79553,0.01005,0.01752,,"[0.79888268, 0.79329609, 0.77653631, 0.82681564, 0.78212291]"
xgb,0,"4, 8, 10",0.78547,0.79553,0.01005,0.01752,,"[0.79888268, 0.79329609, 0.77653631, 0.82681564, 0.78212291]"
xgb,0,"4, 8, 11",0.78547,0.8,0.01453,0.02986,,"[0.80446927, 0.77094972, 0.77653631, 0.85474860, 0.79329609]"
xgb,0,"4, 9, 10",0.78547,0.79553,0.01005,0.01752,,"[0.79888268, 0.79329609, 0.77653631, 0.82681564, 0.78212291]"
xgb,0,"4, 9, 11",0.78547,0.80112,0.01565,0.02728,,"[0.81005587, 0.77094972, 0.78212291, 0.84916201, 0.79329609]"
xgb,0,"4, 10, 11",0.78547,0.8,0.01453,0.02986,,"[0.80446927, 0.77094972, 0.77653631, 0.85474860, 0.79329609]"
xgb,0,"5, 6, 7",0.78547,0.78659,0.00112,0.02677,,"[0.76536313, 0.76536313, 0.78212291, 0.83798883, 0.78212291]"
xgb,0,"5, 6, 8",0.78547,0.79665,0.01117,0.03172,,"[0.76536313, 0.77653631, 0.78212291, 0.85474860, 0.80446927]"
xgb,0,"5, 6, 9",0.78547,0.81006,0.02459,0.02998,,"[0.77653631, 0.79329609, 0.79329609, 0.86033520, 0.82681564]"
xgb,0,"5, 6, 10",0.78547,0.78659,0.00112,0.027,,"[0.75977654, 0.77094972, 0.78212291, 0.83798883, 0.78212291]"
xgb,0,"5, 6, 11",0.78547,0.79441,0.00893,0.02354,,"[0.77094972, 0.79888268, 0.78212291, 0.83798883, 0.78212291]"
xgb,0,"5, 7, 8",0.78547,0.80335,0.01788,0.03341,,"[0.78212291, 0.78212291, 0.77653631, 0.86592179, 0.81005587]"
xgb,0,"5, 7, 9",0.78547,0.81006,0.02459,0.03219,,"[0.78770950, 0.78212291, 0.78770950, 0.86592179, 0.82681564]"
xgb,0,"5, 7, 10",0.78547,0.79441,0.00893,0.02072,,"[0.77653631, 0.78770950, 0.77653631, 0.83240223, 0.79888268]"
xgb,0,"5, 7, 11",0.78547,0.79553,0.01005,0.02773,,"[0.79888268, 0.77094972, 0.76536313, 0.84357542, 0.79888268]"
xgb,0,"5, 8, 9",0.78547,0.8067,0.02122,0.03437,,"[0.79329609, 0.77653631, 0.78212291, 0.87150838, 0.81005587]"
xgb,0,"5, 8, 10",0.78547,0.80447,0.019,0.03277,,"[0.78212291, 0.78770950, 0.77653631, 0.86592179, 0.81005587]"
xgb,0,"5, 8, 11",0.78547,0.81229,0.02681,0.03011,,"[0.81005587, 0.79329609, 0.77653631, 0.86592179, 0.81564246]"
xgb,0,"5, 9, 10",0.78547,0.81229,0.02681,0.03326,,"[0.78770950, 0.78770950, 0.78770950, 0.87150838, 0.82681564]"
xgb,0,"5, 9, 11",0.78547,0.81564,0.03017,0.03638,,"[0.79888268, 0.79888268, 0.77653631, 0.88268156, 0.82122905]"
xgb,0,"5, 10, 11",0.78547,0.78994,0.00446,0.03092,,"[0.79329609, 0.76536313, 0.75418994, 0.84357542, 0.79329609]"
xgb,0,"6, 7, 8",0.78547,0.79218,0.0067,0.01709,,"[0.79888268, 0.78770950, 0.77094972, 0.82122905, 0.78212291]"
xgb,0,"6, 7, 9",0.78547,0.8067,0.02122,0.02563,,"[0.80446927, 0.78770950, 0.80446927, 0.85474860, 0.78212291]"
xgb,0,"6, 7, 10",0.78547,0.78771,0.00224,0.02422,,"[0.78770950, 0.78212291, 0.77653631, 0.83240223, 0.75977654]"
xgb,0,"6, 7, 11",0.78547,0.78101,-0.00446,0.027,,"[0.78212291, 0.75977654, 0.77094972, 0.83240223, 0.75977654]"
xgb,0,"6, 8, 9",0.78547,0.8,0.01453,0.0263,,"[0.80446927, 0.78770950, 0.77653631, 0.84916201, 0.78212291]"
xgb,0,"6, 8, 10",0.78547,0.79218,0.0067,0.01709,,"[0.79888268, 0.78770950, 0.77094972, 0.82122905, 0.78212291]"
xgb,0,"6, 8, 11",0.78547,0.7933,0.00783,0.02668,,"[0.78770950, 0.77094972, 0.77094972, 0.84357542, 0.79329609]"
xgb,0,"6, 9, 10",0.78547,0.80447,0.019,0.0237,,"[0.80446927, 0.78770950, 0.79888268, 0.84916201, 0.78212291]"
xgb,0,"6, 9, 11",0.78547,0.8,0.01453,0.027,,"[0.79329609, 0.77094972, 0.80446927, 0.84916201, 0.78212291]"
xgb,0,"6, 10, 11",0.78547,0.77989,-0.00558,0.03011,,"[0.78212291, 0.75977654, 0.78212291, 0.83240223, 0.74301676]"
xgb,0,"7, 8, 9",0.78547,0.79553,0.01005,0.01752,,"[0.79888268, 0.79329609, 0.77653631, 0.82681564, 0.78212291]"
xgb,0,"7, 8, 10",0.78547,0.79553,0.01005,0.01752,,"[0.79888268, 0.79329609, 0.77653631, 0.82681564, 0.78212291]"
xgb,0,"7, 8, 11",0.78547,0.79665,0.01117,0.03152,,"[0.80446927, 0.77094972, 0.77094972, 0.85474860, 0.78212291]"
xgb,0,"7, 9, 10",0.78547,0.80112,0.01565,0.01482,,"[0.79888268, 0.79329609, 0.80446927, 0.82681564, 0.78212291]"
xgb,0,"7, 9, 11",0.78547,0.80335,0.01788,0.027,,"[0.81005587, 0.77094972, 0.80446927, 0.84916201, 0.78212291]"
xgb,0,"7, 10, 11",0.78547,0.78436,-0.00111,0.02611,,"[0.78212291, 0.75418994, 0.78212291, 0.83240223, 0.77094972]"
xgb,0,"8, 9, 10",0.78547,0.79553,0.01005,0.01752,,"[0.79888268, 0.79329609, 0.77653631, 0.82681564, 0.78212291]"
xgb,0,"8, 9, 11",0.78547,0.79777,0.01229,0.02901,,"[0.81005587, 0.77094972, 0.77653631, 0.84916201, 0.78212291]"
xgb,0,"8, 10, 11",0.78547,0.7933,0.00783,0.0316,,"[0.80446927, 0.75977654, 0.77094972, 0.84916201, 0.78212291]"
xgb,0,"9, 10, 11",0.78547,0.80335,0.01788,0.027,,"[0.81005587, 0.77094972, 0.80446927, 0.84916201, 0.78212291]"
xgb,0,"1, 2, 3, 4",0.78547,0.7933,0.00783,0.03019,,"[0.79888268, 0.77094972, 0.76536313, 0.84916201, 0.78212291]"
xgb,0,"1, 2, 3, 5",0.78547,0.78994,0.00446,0.03112,,"[0.79888268, 0.75418994, 0.76536313, 0.84357542, 0.78770950]"
