model,features,accuracy_vs_kaggle,improvement
rf,"age_group, deck, women_children_first",0.7799,0.00239
rf,"age_group, has_cabin, is_mother",0.78468,0.00717
rf,"age_group, has_cabin, sex_pclass",0.78229,0.00478
rf,"age_group, has_cabin, is_child",0.78708,0.00956
rf,"age_group, has_cabin, women_children_first",0.78708,0.00956
rf,"age_group, is_mother, sex_pclass",0.7799,0.00239
rf,"age_group, is_mother, is_child",0.78468,0.00717
rf,"age_group, is_mother, women_children_first",0.77272,-0.00479
rf,"age_group, sex_pclass, is_child",0.78468,0.00717
rf,"age_group, sex_pclass, women_children_first",0.78468,0.00717
rf,"age_group, is_child, women_children_first",0.77272,-0.00479
rf,"fare_per_person, deck, has_cabin",0.75598,-0.02153
rf,"fare_per_person, deck, is_mother",0.77511,-0.0024
rf,"fare_per_person, deck, sex_pclass",0.77511,-0.0024
rf,"fare_per_person, deck, is_child",0.76315,-0.01436
rf,"fare_per_person, deck, women_children_first",0.78468,0.00717
rf,"fare_per_person, has_cabin, is_mother",0.77033,-0.00718
rf,"fare_per_person, has_cabin, sex_pclass",0.77511,-0.0024
rf,"fare_per_person, has_cabin, is_child",0.76555,-0.01196
rf,"fare_per_person, has_cabin, women_children_first",0.78229,0.00478
rf,"fare_per_person, is_mother, sex_pclass",0.76555,-0.01196
rf,"fare_per_person, is_mother, is_child",0.77511,-0.0024
rf,"fare_per_person, is_mother, women_children_first",0.78229,0.00478
rf,"fare_per_person, sex_pclass, is_child",0.77272,-0.00479
rf,"fare_per_person, sex_pclass, women_children_first",0.78468,0.00717
rf,"fare_per_person, is_child, women_children_first",0.7799,0.00239
rf,"deck, has_cabin, is_mother",0.77511,-0.0024
rf,"deck, has_cabin, sex_pclass",0.78229,0.00478
rf,"deck, has_cabin, is_child",0.77033,-0.00718
rf,"deck, has_cabin, women_children_first",0.78708,0.00956
rf,"deck, is_mother, sex_pclass",0.78229,0.00478
rf,"deck, is_mother, is_child",0.77751,0.0
rf,"deck, is_mother, women_children_first",0.78947,0.01195
rf,"deck, sex_pclass, is_child",0.78229,0.00478
rf,"deck, sex_pclass, women_children_first",0.78708,0.00956
rf,"deck, is_child, women_children_first",0.78708,0.00956
rf,"has_cabin, is_mother, sex_pclass",0.7799,0.00239
rf,"has_cabin, is_mother, is_child",0.78229,0.00478
rf,"has_cabin, is_mother, women_children_first",0.78708,0.00956
rf,"has_cabin, sex_pclass, is_child",0.78229,0.00478
rf,"has_cabin, sex_pclass, women_children_first",0.78708,0.00956
rf,"has_cabin, is_child, women_children_first",0.78708,0.00956
rf,"is_mother, sex_pclass, is_child",0.77751,0.0
rf,"is_mother, sex_pclass, women_children_first",0.78468,0.00717
rf,"is_mother, is_child, women_children_first",0.78708,0.00956
rf,"sex_pclass, is_child, women_children_first",0.78468,0.00717
rf,"title, family_size, is_alone, age_group",0.78229,0.00478
rf,"title, family_size, is_alone, fare_per_person",0.78708,0.00956
rf,"title, family_size, is_alone, deck",0.78947,0.01195
rf,"title, family_size, is_alone, has_cabin",0.78947,0.01195
rf,"title, family_size, is_alone, is_mother",0.78468,0.00717
rf,"title, family_size, is_alone, sex_pclass",0.78468,0.00717
rf,"title, family_size, is_alone, is_child",0.78468,0.00717
rf,"title, family_size, is_alone, women_children_first",0.7799,0.00239
rf,"title, family_size, age_group, fare_per_person",0.78468,0.00717
rf,"title, family_size, age_group, deck",0.78229,0.00478
rf,"title, family_size, age_group, has_cabin",0.78468,0.00717
rf,"title, family_size, age_group, is_mother",0.78229,0.00478
rf,"title, family_size, age_group, sex_pclass",0.7799,0.00239
rf,"title, family_size, age_group, is_child",0.7799,0.00239
rf,"title, family_size, age_group, women_children_first",0.7799,0.00239
rf,"title, family_size, fare_per_person, deck",0.78947,0.01195
rf,"title, family_size, fare_per_person, has_cabin",0.79186,0.01434
rf,"title, family_size, fare_per_person, is_mother",0.78947,0.01195
rf,"title, family_size, fare_per_person, sex_pclass",0.78468,0.00717
rf,"title, family_size, fare_per_person, is_child",0.78708,0.00956
rf,"title, family_size, fare_per_person, women_children_first",0.78468,0.00717
rf,"title, family_size, deck, has_cabin",0.78947,0.01195
rf,"title, family_size, deck, is_mother",0.78708,0.00956
rf,"title, family_size, deck, sex_pclass",0.78708,0.00956
rf,"title, family_size, deck, is_child",0.78947,0.01195
rf,"title, family_size, deck, women_children_first",0.77033,-0.00718
rf,"title, family_size, has_cabin, is_mother",0.78468,0.00717
rf,"title, family_size, has_cabin, sex_pclass",0.78229,0.00478
rf,"title, family_size, has_cabin, is_child",0.78947,0.01195
rf,"title, family_size, has_cabin, women_children_first",0.77033,-0.00718
rf,"title, family_size, is_mother, sex_pclass",0.78468,0.00717
rf,"title, family_size, is_mother, is_child",0.78229,0.00478
rf,"title, family_size, is_mother, women_children_first",0.7799,0.00239
rf,"title, family_size, sex_pclass, is_child",0.78468,0.00717
rf,"title, family_size, sex_pclass, women_children_first",0.78229,0.00478
rf,"title, family_size, is_child, women_children_first",0.7799,0.00239
rf,"title, is_alone, age_group, fare_per_person",0.78947,0.01195
rf,"title, is_alone, age_group, deck",0.77751,0.0
rf,"title, is_alone, age_group, has_cabin",0.77751,0.0
rf,"title, is_alone, age_group, is_mother",0.77511,-0.0024
rf,"title, is_alone, age_group, sex_pclass",0.7799,0.00239
rf,"title, is_alone, age_group, is_child",0.77272,-0.00479
rf,"title, is_alone, age_group, women_children_first",0.77511,-0.0024
rf,"title, is_alone, fare_per_person, deck",0.79186,0.01434
rf,"title, is_alone, fare_per_person, has_cabin",0.79186,0.01434
rf,"title, is_alone, fare_per_person, is_mother",0.78947,0.01195
rf,"title, is_alone, fare_per_person, sex_pclass",0.78468,0.00717
rf,"title, is_alone, fare_per_person, is_child",0.79186,0.01434
rf,"title, is_alone, fare_per_person, women_children_first",0.78229,0.00478
rf,"title, is_alone, deck, has_cabin",0.77272,-0.00479
rf,"title, is_alone, deck, is_mother",0.77272,-0.00479
rf,"title, is_alone, deck, sex_pclass",0.76794,-0.00957
rf,"title, is_alone, deck, is_child",0.77751,0.0
rf,"title, is_alone, deck, women_children_first",0.77272,-0.00479
rf,"title, is_alone, has_cabin, is_mother",0.77272,-0.00479
rf,"title, is_alone, has_cabin, sex_pclass",0.78708,0.00956
rf,"title, is_alone, has_cabin, is_child",0.77751,0.0
rf,"title, is_alone, has_cabin, women_children_first",0.77272,-0.00479
rf,"title, is_alone, is_mother, sex_pclass",0.77033,-0.00718
rf,"title, is_alone, is_mother, is_child",0.77511,-0.0024
rf,"title, is_alone, is_mother, women_children_first",0.77511,-0.0024
rf,"title, is_alone, sex_pclass, is_child",0.77751,0.0
rf,"title, is_alone, sex_pclass, women_children_first",0.77511,-0.0024
rf,"title, is_alone, is_child, women_children_first",0.77511,-0.0024
rf,"title, age_group, fare_per_person, deck",0.79665,0.01913
rf,"title, age_group, fare_per_person, has_cabin",0.79186,0.01434
rf,"title, age_group, fare_per_person, is_mother",0.79186,0.01434
rf,"title, age_group, fare_per_person, sex_pclass",0.78947,0.01195
rf,"title, age_group, fare_per_person, is_child",0.78947,0.01195
rf,"title, age_group, fare_per_person, women_children_first",0.78947,0.01195
rf,"title, age_group, deck, has_cabin",0.77751,0.0
rf,"title, age_group, deck, is_mother",0.77751,0.0
rf,"title, age_group, deck, sex_pclass",0.77751,0.0
rf,"title, age_group, deck, is_child",0.77751,0.0
rf,"title, age_group, deck, women_children_first",0.77511,-0.0024
rf,"title, age_group, has_cabin, is_mother",0.77751,0.0
rf,"title, age_group, has_cabin, sex_pclass",0.77511,-0.0024
rf,"title, age_group, has_cabin, is_child",0.77751,0.0
rf,"title, age_group, has_cabin, women_children_first",0.77511,-0.0024
rf,"title, age_group, is_mother, sex_pclass",0.77511,-0.0024
rf,"title, age_group, is_mother, is_child",0.77511,-0.0024
rf,"title, age_group, is_mother, women_children_first",0.77511,-0.0024
rf,"title, age_group, sex_pclass, is_child",0.7799,0.00239
rf,"title, age_group, sex_pclass, women_children_first",0.76794,-0.00957
rf,"title, age_group, is_child, women_children_first",0.77511,-0.0024
rf,"title, fare_per_person, deck, has_cabin",0.79186,0.01434
rf,"title, fare_per_person, deck, is_mother",0.79425,0.01673
rf,"title, fare_per_person, deck, sex_pclass",0.78468,0.00717
rf,"title, fare_per_person, deck, is_child",0.79665,0.01913
rf,"title, fare_per_person, deck, women_children_first",0.77272,-0.00479
rf,"title, fare_per_person, has_cabin, is_mother",0.78708,0.00956
rf,"title, fare_per_person, has_cabin, sex_pclass",0.78229,0.00478
rf,"title, fare_per_person, has_cabin, is_child",0.78947,0.01195
rf,"title, fare_per_person, has_cabin, women_children_first",0.79186,0.01434
rf,"title, fare_per_person, is_mother, sex_pclass",0.78229,0.00478
rf,"title, fare_per_person, is_mother, is_child",0.79186,0.01434
rf,"title, fare_per_person, is_mother, women_children_first",0.78708,0.00956
rf,"title, fare_per_person, sex_pclass, is_child",0.78468,0.00717
rf,"title, fare_per_person, sex_pclass, women_children_first",0.78708,0.00956
rf,"title, fare_per_person, is_child, women_children_first",0.7799,0.00239
rf,"title, deck, has_cabin, is_mother",0.77272,-0.00479
rf,"title, deck, has_cabin, sex_pclass",0.77033,-0.00718
rf,"title, deck, has_cabin, is_child",0.77751,0.0
rf,"title, deck, has_cabin, women_children_first",0.77511,-0.0024
rf,"title, deck, is_mother, sex_pclass",0.77033,-0.00718
rf,"title, deck, is_mother, is_child",0.77751,0.0
rf,"title, deck, is_mother, women_children_first",0.77511,-0.0024
rf,"title, deck, sex_pclass, is_child",0.77511,-0.0024
rf,"title, deck, sex_pclass, women_children_first",0.77511,-0.0024
rf,"title, deck, is_child, women_children_first",0.77511,-0.0024
rf,"title, has_cabin, is_mother, sex_pclass",0.77033,-0.00718
rf,"title, has_cabin, is_mother, is_child",0.77751,0.0
rf,"title, has_cabin, is_mother, women_children_first",0.77511,-0.0024
rf,"title, has_cabin, sex_pclass, is_child",0.78468,0.00717
rf,"title, has_cabin, sex_pclass, women_children_first",0.77511,-0.0024
rf,"title, has_cabin, is_child, women_children_first",0.77511,-0.0024
rf,"title, is_mother, sex_pclass, is_child",0.77751,0.0
rf,"title, is_mother, sex_pclass, women_children_first",0.77511,-0.0024
rf,"title, is_mother, is_child, women_children_first",0.77511,-0.0024
rf,"title, sex_pclass, is_child, women_children_first",0.77272,-0.00479
rf,"family_size, is_alone, age_group, fare_per_person",0.7799,0.00239
rf,"family_size, is_alone, age_group, deck",0.77272,-0.00479
rf,"family_size, is_alone, age_group, has_cabin",0.7799,0.00239
rf,"family_size, is_alone, age_group, is_mother",0.79186,0.01434
rf,"family_size, is_alone, age_group, sex_pclass",0.78468,0.00717
rf,"family_size, is_alone, age_group, is_child",0.78708,0.00956
rf,"family_size, is_alone, age_group, women_children_first",0.78229,0.00478
rf,"family_size, is_alone, fare_per_person, deck",0.76555,-0.01196
rf,"family_size, is_alone, fare_per_person, has_cabin",0.77272,-0.00479
rf,"family_size, is_alone, fare_per_person, is_mother",0.7799,0.00239
rf,"family_size, is_alone, fare_per_person, sex_pclass",0.77272,-0.00479
rf,"family_size, is_alone, fare_per_person, is_child",0.76794,-0.00957
rf,"family_size, is_alone, fare_per_person, women_children_first",0.78229,0.00478
rf,"family_size, is_alone, deck, has_cabin",0.77272,-0.00479
rf,"family_size, is_alone, deck, is_mother",0.77751,0.0
rf,"family_size, is_alone, deck, sex_pclass",0.7799,0.00239
rf,"family_size, is_alone, deck, is_child",0.77272,-0.00479
rf,"family_size, is_alone, deck, women_children_first",0.78468,0.00717
rf,"family_size, is_alone, has_cabin, is_mother",0.78468,0.00717
rf,"family_size, is_alone, has_cabin, sex_pclass",0.77751,0.0
rf,"family_size, is_alone, has_cabin, is_child",0.7799,0.00239
rf,"family_size, is_alone, has_cabin, women_children_first",0.78468,0.00717
rf,"family_size, is_alone, is_mother, sex_pclass",0.77751,0.0
rf,"family_size, is_alone, is_mother, is_child",0.78468,0.00717
rf,"family_size, is_alone, is_mother, women_children_first",0.78468,0.00717
rf,"family_size, is_alone, sex_pclass, is_child",0.7799,0.00239
rf,"family_size, is_alone, sex_pclass, women_children_first",0.78468,0.00717
rf,"family_size, is_alone, is_child, women_children_first",0.78229,0.00478
rf,"family_size, age_group, fare_per_person, deck",0.75598,-0.02153
rf,"family_size, age_group, fare_per_person, has_cabin",0.7799,0.00239
rf,"family_size, age_group, fare_per_person, is_mother",0.78708,0.00956
rf,"family_size, age_group, fare_per_person, sex_pclass",0.77751,0.0
rf,"family_size, age_group, fare_per_person, is_child",0.78229,0.00478
rf,"family_size, age_group, fare_per_person, women_children_first",0.78229,0.00478
rf,"family_size, age_group, deck, has_cabin",0.75119,-0.02632
rf,"family_size, age_group, deck, is_mother",0.77033,-0.00718
rf,"family_size, age_group, deck, sex_pclass",0.78229,0.00478
rf,"family_size, age_group, deck, is_child",0.77511,-0.0024
rf,"family_size, age_group, deck, women_children_first",0.78947,0.01195
rf,"family_size, age_group, has_cabin, is_mother",0.78708,0.00956
rf,"family_size, age_group, has_cabin, sex_pclass",0.7799,0.00239
rf,"family_size, age_group, has_cabin, is_child",0.7799,0.00239
rf,"family_size, age_group, has_cabin, women_children_first",0.78468,0.00717
rf,"family_size, age_group, is_mother, sex_pclass",0.78468,0.00717
rf,"family_size, age_group, is_mother, is_child",0.79186,0.01434
rf,"family_size, age_group, is_mother, women_children_first",0.78229,0.00478
rf,"family_size, age_group, sex_pclass, is_child",0.7799,0.00239
rf,"family_size, age_group, sex_pclass, women_children_first",0.78229,0.00478
rf,"family_size, age_group, is_child, women_children_first",0.78229,0.00478
rf,"family_size, fare_per_person, deck, has_cabin",0.75119,-0.02632
rf,"family_size, fare_per_person, deck, is_mother",0.76076,-0.01675
rf,"family_size, fare_per_person, deck, sex_pclass",0.78229,0.00478
rf,"family_size, fare_per_person, deck, is_child",0.76555,-0.01196
rf,"family_size, fare_per_person, deck, women_children_first",0.78229,0.00478
rf,"family_size, fare_per_person, has_cabin, is_mother",0.7799,0.00239
rf,"family_size, fare_per_person, has_cabin, sex_pclass",0.77751,0.0
rf,"family_size, fare_per_person, has_cabin, is_child",0.77511,-0.0024
rf,"family_size, fare_per_person, has_cabin, women_children_first",0.77751,0.0
rf,"family_size, fare_per_person, is_mother, sex_pclass",0.77511,-0.0024
rf,"family_size, fare_per_person, is_mother, is_child",0.79425,0.01673
rf,"family_size, fare_per_person, is_mother, women_children_first",0.7799,0.00239
rf,"family_size, fare_per_person, sex_pclass, is_child",0.77272,-0.00479
rf,"family_size, fare_per_person, sex_pclass, women_children_first",0.78468,0.00717
rf,"family_size, fare_per_person, is_child, women_children_first",0.7799,0.00239
rf,"family_size, deck, has_cabin, is_mother",0.77272,-0.00479
rf,"family_size, deck, has_cabin, sex_pclass",0.77751,0.0
rf,"family_size, deck, has_cabin, is_child",0.77033,-0.00718
rf,"family_size, deck, has_cabin, women_children_first",0.78229,0.00478
rf,"family_size, deck, is_mother, sex_pclass",0.77751,0.0
rf,"family_size, deck, is_mother, is_child",0.77751,0.0
rf,"family_size, deck, is_mother, women_children_first",0.78468,0.00717
rf,"family_size, deck, sex_pclass, is_child",0.7799,0.00239
rf,"family_size, deck, sex_pclass, women_children_first",0.78468,0.00717
rf,"family_size, deck, is_child, women_children_first",0.78468,0.00717
rf,"family_size, has_cabin, is_mother, sex_pclass",0.77751,0.0
rf,"family_size, has_cabin, is_mother, is_child",0.78708,0.00956
rf,"family_size, has_cabin, is_mother, women_children_first",0.78468,0.00717
rf,"family_size, has_cabin, sex_pclass, is_child",0.7799,0.00239
rf,"family_size, has_cabin, sex_pclass, women_children_first",0.78468,0.00717
rf,"family_size, has_cabin, is_child, women_children_first",0.78468,0.00717
rf,"family_size, is_mother, sex_pclass, is_child",0.7799,0.00239
rf,"family_size, is_mother, sex_pclass, women_children_first",0.78468,0.00717
rf,"family_size, is_mother, is_child, women_children_first",0.78229,0.00478
rf,"family_size, sex_pclass, is_child, women_children_first",0.78229,0.00478
rf,"is_alone, age_group, fare_per_person, deck",0.76076,-0.01675
rf,"is_alone, age_group, fare_per_person, has_cabin",0.78229,0.00478
rf,"is_alone, age_group, fare_per_person, is_mother",0.78708,0.00956
rf,"is_alone, age_group, fare_per_person, sex_pclass",0.77511,-0.0024
rf,"is_alone, age_group, fare_per_person, is_child",0.78468,0.00717
rf,"is_alone, age_group, fare_per_person, women_children_first",0.78468,0.00717
rf,"is_alone, age_group, deck, has_cabin",0.76794,-0.00957
rf,"is_alone, age_group, deck, is_mother",0.7799,0.00239
rf,"is_alone, age_group, deck, sex_pclass",0.78229,0.00478
rf,"is_alone, age_group, deck, is_child",0.78229,0.00478
rf,"is_alone, age_group, deck, women_children_first",0.78708,0.00956
rf,"is_alone, age_group, has_cabin, is_mother",0.77751,0.0
rf,"is_alone, age_group, has_cabin, sex_pclass",0.78229,0.00478
rf,"is_alone, age_group, has_cabin, is_child",0.78708,0.00956
rf,"is_alone, age_group, has_cabin, women_children_first",0.7799,0.00239
rf,"is_alone, age_group, is_mother, sex_pclass",0.7799,0.00239
rf,"is_alone, age_group, is_mother, is_child",0.78468,0.00717
rf,"is_alone, age_group, is_mother, women_children_first",0.78229,0.00478
rf,"is_alone, age_group, sex_pclass, is_child",0.78468,0.00717
rf,"is_alone, age_group, sex_pclass, women_children_first",0.78468,0.00717
rf,"is_alone, age_group, is_child, women_children_first",0.77751,0.0
rf,"is_alone, fare_per_person, deck, has_cabin",0.75119,-0.02632
rf,"is_alone, fare_per_person, deck, is_mother",0.77511,-0.0024
rf,"is_alone, fare_per_person, deck, sex_pclass",0.75358,-0.02393
rf,"is_alone, fare_per_person, deck, is_child",0.7799,0.00239
rf,"is_alone, fare_per_person, deck, women_children_first",0.78229,0.00478
rf,"is_alone, fare_per_person, has_cabin, is_mother",0.75119,-0.02632
rf,"is_alone, fare_per_person, has_cabin, sex_pclass",0.77511,-0.0024
rf,"is_alone, fare_per_person, has_cabin, is_child",0.76315,-0.01436
rf,"is_alone, fare_per_person, has_cabin, women_children_first",0.78708,0.00956
rf,"is_alone, fare_per_person, is_mother, sex_pclass",0.77272,-0.00479
rf,"is_alone, fare_per_person, is_mother, is_child",0.77751,0.0
rf,"is_alone, fare_per_person, is_mother, women_children_first",0.7799,0.00239
rf,"is_alone, fare_per_person, sex_pclass, is_child",0.77511,-0.0024
rf,"is_alone, fare_per_person, sex_pclass, women_children_first",0.77751,0.0
rf,"is_alone, fare_per_person, is_child, women_children_first",0.78229,0.00478
